Path,Lines of code,Lines of code generated,Lines of user code, Percentage of generated code
/datesr/pfaa/focalboard/linux/webapp/src/components/sidebar/__snapshots__,4534,4534,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/components/table,3168,3168,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/components/table/__snapshots__,4883,4883,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/components/table/calculation,245,245,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/components/table/calculation/__snapshots__,141,141,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/components/tutorial_tour_tip,1076,1076,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/components/viewHeader,4276,4276,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/components/viewHeader/__snapshots__,8218,8218,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/components/viewLImitDialog,466,466,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/components/viewLImitDialog/__snapshots__,371,371,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/config,11,11,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/fonts/metropolis,1280,1280,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/hooks,158,158,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/insights,16,16,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/onboardingTour,7,7,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/pages,624,624,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/pages/boardPage,727,727,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/pages/welcome,580,580,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/pages/welcome/__snapshots__,115,115,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties,207,207,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/checkbox,40,40,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/createdBy,128,128,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/createdBy/__snapshots__,38,38,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/createdTime,52,52,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/date,934,934,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/date/__snapshots__,118,118,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/email,36,36,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/multiperson,235,235,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/multiperson/__snapshots__,433,433,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/multiselect,438,438,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/multiselect/__snapshots__,22,22,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/number,111,111,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/number/__snapshots__,13,13,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/person,578,578,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/person/__snapshots__,934,934,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/phone,33,33,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/select,313,313,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/select/__snapshots__,41,41,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/text,34,34,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/unknown,13,13,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/updatedBy,128,128,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/updatedBy/__snapshots__,15,15,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/updatedTime,127,127,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/updatedTime/__snapshots__,11,11,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/url,304,304,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/properties/url/__snapshots__,81,81,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/statistics,7,7,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/store,2149,2149,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/styles,607,607,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/svg,558,558,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/telemetry,129,129,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/test,223,223,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/types,35,35,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/widgets,1464,1464,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/widgets/__snapshots__,558,558,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/widgets/adminBadge,84,84,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/widgets/adminBadge/__snapshots__,29,29,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/widgets/buttons,455,455,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/widgets/icons,1367,1367,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/widgets/menu,752,752,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/widgets/notificationBox,197,197,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/src/widgets/notificationBox/__snapshots__,140,140,0,"100,00"
/datesr/pfaa/focalboard/linux/webapp/static,75397,75397,0,"100,00"
/datesr/pfaa/focalboard/mac,41,41,0,"100,00"
/datesr/pfaa/focalboard/mac/Focalboard,656,656,0,"100,00"
/datesr/pfaa/focalboard/mac/Focalboard.xcodeproj,651,651,0,"100,00"
/datesr/pfaa/focalboard/mac/Focalboard.xcodeproj/project.xcworkspace,7,7,0,"100,00"
/datesr/pfaa/focalboard/mac/Focalboard.xcodeproj/project.xcworkspace/xcshareddata,8,8,0,"100,00"
/datesr/pfaa/focalboard/mac/Focalboard.xcodeproj/xcshareddata/xcschemes,78,78,0,"100,00"
/datesr/pfaa/focalboard/mac/Focalboard.xcworkspace,7,7,0,"100,00"
/datesr/pfaa/focalboard/mac/Focalboard.xcworkspace/xcshareddata,8,8,0,"100,00"
/datesr/pfaa/focalboard/mac/Focalboard/Assets.xcassets,6,6,0,"100,00"
/datesr/pfaa/focalboard/mac/Focalboard/Assets.xcassets/AccentColor.colorset,11,11,0,"100,00"
/datesr/pfaa/focalboard/mac/Focalboard/Assets.xcassets/AppIcon.appiconset,1519,1519,0,"100,00"
/datesr/pfaa/focalboard/mac/Focalboard/Base.lproj,1016,1016,0,"100,00"
/datesr/pfaa/focalboard/mac/FocalboardTests,69,69,0,"100,00"
/datesr/pfaa/focalboard/mac/FocalboardUITests,60,60,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin,2980,2980,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/.circleci,12,12,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/assets,14,14,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/build,453,453,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/build/manifest,127,127,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/build/pluginctl,172,172,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/build/sync,241,241,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/build/sync/plan,1291,1291,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/build/sync/plan/git,190,190,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/build/sync/plan/testdata,1,1,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/build/sync/plan/testdata/b,1,1,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/public,1,1,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/server,592,592,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/server/boards,1350,1350,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/webapp,39804,39804,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/webapp/i18n,1,1,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/webapp/loaders,23,23,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/webapp/src,595,595,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/webapp/src/components,1843,1843,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/webapp/src/components/__snapshots__,1148,1148,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/webapp/src/components/boardsUnfurl,685,685,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/webapp/src/components/boardsUnfurl/__snapshots__,104,104,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/webapp/src/components/cloudUpgradeNudge,51,51,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/webapp/src/types/mattermost-webapp,26,26,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/webapp/src/types/mm-react-router-dom,3,3,0,"100,00"
/datesr/pfaa/focalboard/mattermost-plugin/webapp/tests,10,10,0,"100,00"
/datesr/pfaa/focalboard/noticegen,42,42,0,"100,00"
/datesr/pfaa/focalboard/server,2410,2410,0,"100,00"
/datesr/pfaa/focalboard/server/admin-scripts,8,8,0,"100,00"
/datesr/pfaa/focalboard/server/api,8057,8057,0,"100,00"
/datesr/pfaa/focalboard/server/app,55835,55835,0,"100,00"
/datesr/pfaa/focalboard/server/assets,46486,46486,0,"100,00"
/datesr/pfaa/focalboard/server/assets/build-template-archive,192,192,0,"100,00"
/datesr/pfaa/focalboard/server/assets/templates-boardarchive,1,1,0,"100,00"
/datesr/pfaa/focalboard/server/assets/templates-boardarchive/b7wnw9awd4pnefryhq51apbzb4c,36,36,0,"100,00"
/datesr/pfaa/focalboard/server/assets/templates-boardarchive/bbkpwdj8x17bdpdqd176n8ctoua,94,94,0,"100,00"
/datesr/pfaa/focalboard/server/assets/templates-boardarchive/bbn1888mprfrm5fjw9f1je9x3xo,3911,3911,0,"100,00"
/datesr/pfaa/focalboard/server/assets/templates-boardarchive/bc41mwxg9ybb69pn9j5zna6d36c,52,52,0,"100,00"
/datesr/pfaa/focalboard/server/assets/templates-boardarchive/bcm39o11e4ib8tye8mt6iyuec9o,12,12,0,"100,00"
/datesr/pfaa/focalboard/server/assets/templates-boardarchive/bd65qbzuqupfztpg31dgwgwm5ga,8,8,0,"100,00"
/datesr/pfaa/focalboard/server/assets/templates-boardarchive/bgi1yqiis8t8xdqxgnet8ebutky,32,32,0,"100,00"
/datesr/pfaa/focalboard/server/assets/templates-boardarchive/bh4pkixqsjift58e1qy6htrgeay,14,14,0,"100,00"
/datesr/pfaa/focalboard/server/assets/templates-boardarchive/bkqk6hpfx7pbsucue7jan5n1o1o,13,13,0,"100,00"
/datesr/pfaa/focalboard/server/assets/templates-boardarchive/brs9cdimfw7fodyi7erqt747rhc,386,386,0,"100,00"
/datesr/pfaa/focalboard/server/assets/templates-boardarchive/bsjd59qtpbf888mqez3ge77domw,7,7,0,"100,00"
/datesr/pfaa/focalboard/server/assets/templates-boardarchive/bui5izho7dtn77xg3thkiqprc9r,1024,1024,0,"100,00"
/datesr/pfaa/focalboard/server/assets/templates-boardarchive/buixxjic3xjfkieees4iafdrznc,49277,49277,0,"100,00"
/datesr/pfaa/focalboard/server/auth,214,214,0,"100,00"
/datesr/pfaa/focalboard/server/auth/mocks,79,79,0,"100,00"
/datesr/pfaa/focalboard/server/client,1091,1091,0,"100,00"
/datesr/pfaa/focalboard/server/integrationtests,10195,10195,0,"100,00"
/datesr/pfaa/focalboard/server/main,323,323,0,"100,00"
/datesr/pfaa/focalboard/server/model,4093,4093,0,"100,00"
/datesr/pfaa/focalboard/server/model/mocks,537,537,0,"100,00"
/datesr/pfaa/focalboard/server/server,583,583,0,"100,00"
/datesr/pfaa/focalboard/server/services/audit,236,236,0,"100,00"
/datesr/pfaa/focalboard/server/services/auth,379,379,0,"100,00"
/datesr/pfaa/focalboard/server/services/config,132,132,0,"100,00"
/datesr/pfaa/focalboard/server/services/metrics,270,270,0,"100,00"
/datesr/pfaa/focalboard/server/services/notify,108,108,0,"100,00"
/datesr/pfaa/focalboard/server/services/notify/notifylogger,59,59,0,"100,00"
/datesr/pfaa/focalboard/server/services/notify/notifymentions,568,568,0,"100,00"
/datesr/pfaa/focalboard/server/services/notify/notifysubscriptions,1543,1543,0,"100,00"
/datesr/pfaa/focalboard/server/services/notify/plugindelivery,397,397,0,"100,00"
/datesr/pfaa/focalboard/server/services/permissions,24,24,0,"100,00"
/datesr/pfaa/focalboard/server/services/permissions/localpermissions,321,321,0,"100,00"
/datesr/pfaa/focalboard/server/services/permissions/mmpermissions,472,472,0,"100,00"
/datesr/pfaa/focalboard/server/services/permissions/mmpermissions/mocks,2656,2656,0,"100,00"
/datesr/pfaa/focalboard/server/services/permissions/mocks,80,80,0,"100,00"
/datesr/pfaa/focalboard/server/services/scheduler,156,156,0,"100,00"
/datesr/pfaa/focalboard/server/services/store,197,197,0,"100,00"
/datesr/pfaa/focalboard/server/services/store/generators,328,328,0,"100,00"
/datesr/pfaa/focalboard/server/services/store/mattermostauthlayer,1387,1387,0,"100,00"
/datesr/pfaa/focalboard/server/services/store/mockstore,1837,1837,0,"100,00"
/datesr/pfaa/focalboard/server/services/store/sqlstore,8896,8896,0,"100,00"
/datesr/pfaa/focalboard/server/services/store/sqlstore/migrations,1117,1117,0,"100,00"
/datesr/pfaa/focalboard/server/services/store/sqlstore/migrationstests,1125,1125,0,"100,00"
/datesr/pfaa/focalboard/server/services/store/sqlstore/migrationstests/fixtures,173,173,0,"100,00"
/datesr/pfaa/focalboard/server/services/store/storetests,6263,6263,0,"100,00"
/datesr/pfaa/focalboard/server/services/telemetry,271,271,0,"100,00"
/datesr/pfaa/focalboard/server/services/telemetry/mocks,147,147,0,"100,00"
/datesr/pfaa/focalboard/server/services/webhook,85,85,0,"100,00"
/datesr/pfaa/focalboard/server/swagger,2098,2098,0,"100,00"
/datesr/pfaa/focalboard/server/swagger/docs/html,35285,35285,0,"100,00"
/datesr/pfaa/focalboard/server/swagger/docs/html/.openapi-generator,1,1,0,"100,00"
/datesr/pfaa/focalboard/server/utils,366,366,0,"100,00"
/datesr/pfaa/focalboard/server/web,255,255,0,"100,00"
/datesr/pfaa/focalboard/server/ws,2649,2649,0,"100,00"
/datesr/pfaa/focalboard/server/ws/mocks,2721,2721,0,"100,00"
/datesr/pfaa/focalboard/webapp,35829,35829,0,"100,00"
/datesr/pfaa/focalboard/webapp/__mocks__,6,6,0,"100,00"
/datesr/pfaa/focalboard/webapp/cypress,61,61,0,"100,00"
/datesr/pfaa/focalboard/webapp/cypress/integration,695,695,0,"100,00"
/datesr/pfaa/focalboard/webapp/cypress/plugins,27,27,0,"100,00"
/datesr/pfaa/focalboard/webapp/cypress/support,188,188,0,"100,00"
/datesr/pfaa/focalboard/webapp/html-templates,43,43,0,"100,00"
/datesr/pfaa/focalboard/webapp/i18n,10393,10393,0,"100,00"
/datesr/pfaa/focalboard/webapp/src,7933,7933,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/blocks,1124,1124,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/blocks/__snapshots__,322,322,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/boardCloudLimits,11,11,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/boardsCloudLimits,11,11,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components,7976,7976,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/__snapshots__,18338,18338,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor,1151,1151,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/__snapshots__,904,904,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks,103,103,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/attachment,183,183,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/attachment/__snapshots__,57,57,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/checkbox,281,281,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/checkbox/__snapshots__,77,77,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/divider,83,83,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/divider/__snapshots__,11,11,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/h1,169,169,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/h1/__snapshots__,23,23,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/h2,169,169,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/h2/__snapshots__,23,23,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/h3,169,169,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/h3/__snapshots__,23,23,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/image,180,180,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/image/__snapshots__,44,44,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/list-item,161,161,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/list-item/__snapshots__,25,25,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/quote,178,178,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/quote/__snapshots__,33,33,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/text,137,137,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/text-dev,55,55,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/text/__snapshots__,74,74,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/video,176,176,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/blocksEditor/blocks/video/__snapshots__,41,41,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/boardTemplateSelector,1590,1590,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/boardTemplateSelector/__snapshots__,1291,1291,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/boardsSwitcher,200,200,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/boardsSwitcherDialog,231,231,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/boardsSwitcherDialog/__snapshots__,111,111,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/calculations,1256,1256,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/calculations/__snapshots__,370,370,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/calendar,725,725,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/calendar/__snapshots__,9103,9103,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/cardActionsMenu,216,216,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/cardActionsMenu/__snapshots__,368,368,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/cardDetail,3486,3486,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/cardDetail/__snapshots__,3488,3488,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/content,1290,1290,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/content/__snapshots__,305,305,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/content/archivedFile,89,89,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/content/archivedFile/__snapshots__,27,27,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/createCategory,364,364,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/createCategory/__snapshots__,85,85,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/gallery,1232,1232,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/gallery/__snapshots__,1735,1735,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/globalHeader,416,416,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/globalHeader/__snapshots__,1188,1188,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/hiddenCardCount,50,50,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/kanban,2370,2370,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/kanban/__snapshots__,2693,2693,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/kanban/calculation,591,591,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/kanban/calculation/__snapshots__,680,680,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/live-markdown-plugin,283,283,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/live-markdown-plugin/block-types,171,171,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/live-markdown-plugin/inline-styles,299,299,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/live-markdown-plugin/utils,17,17,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/markdownEditorInput,386,386,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/markdownEditorInput/entryComponent,67,67,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/messages,315,315,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/onboardingTour,44,44,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/onboardingTour/addComments,138,138,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/onboardingTour/addComments/__snapshots__,139,139,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/onboardingTour/addDescription,138,138,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/onboardingTour/addDescription/__snapshots__,137,137,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/onboardingTour/addProperties,198,198,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/onboardingTour/addProperties/__snapshots__,127,127,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/onboardingTour/addView,132,132,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/onboardingTour/addView/__snapshots__,127,127,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/onboardingTour/copyLink,133,133,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/onboardingTour/copyLink/__snapshots__,139,139,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/onboardingTour/manageCategories,69,69,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/onboardingTour/openCard,136,136,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/onboardingTour/openCard/__snapshots__,79,79,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/onboardingTour/searchForBoards,64,64,0,"100,00"
/datesr/pfaa/focalboard/webapp/src/components/onboardingTour/shareBoard,142,142,0,"100,00"
